Department,District,Block
"Tahsildar Office, Dornakal",Mahabubabad,Dornakal
"Tahsildar Office, Doulthabad",Vikarabad,Doulthabad
"Tahsildar Office, Dubbak",Siddipet,Dubbak
"Tahsildar Office, Dudyal",Siddipet,Dudyal
"Tahsildar Office, Duggondi",Hanumakonda,Duggondi
"Tahsildar Office, Gajwel",Siddipet,Gajwel
"Tahsildar Office, Gandipet Mandal",Ranga Reddy,Gandipet
"Tahsildar Office, Gundumal",Narayanpet,Gundumal
"Tahsildar Office, Hayathnagar",Medchal–Malkajgiri,Hayathnagar
"Tahsildar Office, Ibrahimpatnam",Ranga Reddy,Ibrahimpatnam
"Tahsildar Office, Ibrahimpatnam Division",Ranga Reddy,Ibrahimpatnam
"Tahsildar Office, Jagadevpur",Siddipet,Jagadevpur
"Tahsildar Office, Jilled Chowdergudem",Ranga Reddy,Chowdergudem
"Tahsildar Office, Kaddam",Nirmal,Kaddam
"Tahsildar Office, Kadthal Mandal",Ranga Reddy,Kadthal
"Tahsildar Office, Kandukur",Ranga Reddy,Kandukur
"Tahsildar Office, Kathalapur",Jagtial,Kathlapur
"Tahsildar Office, Keshampet Mandal",Ranga Reddy,Keshampet
"Tahsildar Office, Khanapur",Warangal,Khanapur
"Tahsildar Office, Khila Warangal",Hanumakonda,Khila Warangal
"Tahsildar Office, Kodangal",Vikarabad,Kodangal
"Tahsildar Office, Koheda",Siddipet,Koheda
"Tahsildar Office, Kondapaka Mandal",Siddipet,Kondapaka
"Tahsildar Office, Kondurgu Mandal",Ranga Reddy,Kondurgu
"Tahsildar Office, Kothapally Mandal",Karimnagar,Kothapally
"Tahsildar Office, Kubeer",Nirmal,Kubeer
"Tahsildar Office, Kukunoorpally",Siddipet,Kukunoorpally
"Tahsildar Office, Kuntala",Nirmal,Kuntala
"Tahsildar Office, Laxmanchanda",Nirmal,Laxmanchanda
"Tahsildar Office, Lingampet",Kamareddy,Lingampet
"Tahsildar Office, Lokeshwaram",Nirmal,Lokeshwaram
"Tahsildar Office, Maddur",Siddipet,Maddur
"Tahsildar Office, Maddur Mandal",Narayanpet,Maddur
"Tahsildar Office, Madgul Mandal",Vikarabad,Madgul
"Tahsildar Office, Maheshwaram",Ranga Reddy,Maheshwaram
"Tahsildar Office, Mallapur",Jagtial,Mallapur
"Tahsildar Office, Mamada",Nirmal,Mamada
"Tahsildar Office, Manchal",Medchal–Malkajgiri,Manchal
"Tahsildar Office, Manoharabad",Medak,Manoharabad
"Tahsildar Office, Marikal",Narayanpet,Marikal
"Tahsildar Office, Markook",Siddipet,Markook
"Tahsildar Office, Masiapet",Medak,Masiapet
"Tahsildar Office, Medipalli",Jagtial,Medipalli
"Tahsildar Office, Metpalli",Jagtial,Metpalli
"Tahsildar Office, Mirdoddi",Siddipet,Mirdoddi
"Tahsildar Office, Moinabad Mandal",Ranga Reddy,Moinabad
"Tahsildar Office, Mudhole",Nirmal,Mudhole
"Tahsildar Office, Mulugu",Mulugu,Mulugu
"Tahsildar Office, Nallabelly",Hanumakonda,Nallabelly
"Tahsildar Office, Nandigama Mandal",Ranga Reddy,Nandigama
"Tahsildar Office, Nangnoor",Siddipet,Nangnoor
"Tahsildar Office, Narayanaraopet",Siddipet,Narayanraopet
"Tahsildar Office, Narayanpet",Narayanpet,Narayanpet
"Tahsildar Office, Narsampet",Hanumakonda,Narsampet
"Tahsildar Office, Narsapur (G)",Medak,Narsapur (G)
"Tahsildar Office, Narsingi",Medak,Narsingi
"Tahsildar Office, Nekkonda",Hanumakonda,Nekkonda
"Tahsildar Office, Nirmal",Nirmal,Nirmal
"Tahsildar Office, Nirmal (U)",Nirmal,Nirmal Urban
"Tahsildar Office, Nirmal Rural",Nirmal,Nirmal Rural
"Tahsildar Office, Nizamsagar",Kamareddy,Nizamsagar
"Tahsildar Office, Parvathagiri",Hanumakonda,Parvathagiri
"Tahsildar Office, Peddemul",Vikarabad,Peddemul
"Tahsildar Office, Pembi",Nirmal,Pembi
"Tahsildar Office, Rajendranagar Mandal",Ranga Reddy,Rajendranagar
"Tahsildar Office, Ramayampet",Medak,Ramayampet
"Tahsildar Office, Regode",Medak,Regode
"Tahsildar Office, Sangem",Hanumakonda,Sangem
"Tahsildar Office, Sarangapur",Nirmal,Sarangapur
"Tahsildar Office, Saroornagar Mandal",Ranga Reddy,Saroornagar
"Tahsildar Office, Seerole",Mahabubabad,Seerole
"Tahsildar Office, Shabad Mandal",Ranga Reddy,Shabad
"Tahsildar Office, Shadnagar",Ranga Reddy,Shadnagar
"Tahsildar Office, Shankarampet-R",Medak,Shankarampet-R
"Tahsildar Office, Shankarpaly",Ranga Reddy,Shankarpally
"Tahsildar Office, Shivampet",Medak,Shivampet
"Tahsildar Office, Siddipet (Urban)",Siddipet,Siddipet Urban
"Tahsildar Office, Siddipet Rural",Siddipet,Siddipet Rural
"Tahsildar Office, Soan",Nirmal,Soan
"Tahsildar Office, Talakondapally Mandal",Ranga Reddy,Talakondapally
"Tahsildar Office, Tandur",Vikarabad,Tandur
"Tahsildar Office, Tanoor",Nirmal,Tanur
"Tahsildar Office, Thoguta",Siddipet,Thoguta
"Tahsildar Office, Toopran",Medak,Toopran
"Tahsildar Office, Vikarabad",Vikarabad,Vikarabad
"Tahsildar Office, Warangal",Hanumakonda,Warangal
"Tahsildar Office, warangal",Hanumakonda,Warangal
"Tahsildar Office, Wargal",Siddipet,Wargal
"Tahsildar Office, Yacharam Mandal",Ranga Reddy,Yacharam
"Tahsildar Office,Abdullapurmet Mandal",Rangareddy,Abdullapurmet
"Tahsildar Office,Balapur Mandal",Rangareddy,Balapur
"Tahsildar Office,Chegunta",Medak,Chegunta
"Tahsildar Office,Chevella Division",Ranga Reddy,Chevella
"Tahsildar Office,Chinnagudur",Mahabubabad,Chinnagudur
"Tahsildar Office,Gangaram",Mahabubabad,Gangaram
"Tahsildar Office,Gudur",Mahabubabad,Gudur
"Tahsildar Office,Inugurthy",Mahabubabad,Inugurthy
"Tahsildar Office,JAGTIAL",Jagtial,Jagtial
"Tahsildar Office,Kandukur",Ranga Reddy,Kandukur
"Tahsildar office,Kesamudram",Mahabubabad,Kesamudram
"Tahsildar Office,Kothaguda",Mahabubabad,Kothaguda
"Tahsildar Office,Kuravi",Mahabubabad,Kuravi
"Tahsildar Office,Mahabubabad",Mahabubabad,Mahabubabad
"Tahsildar Office,Maripeda",Mahabubabad,Maripeda
"Tahsildar Office,Narsimhulapet",Mahabubabad,Narsimhulapet
"Tahsildar Office,Nellikudur",Mahabubabad,Nellikudur
"Tahsildar Office,Pedda Kodapgal",Kamareddy,Pedda Kodapgal
"Tahsildar Office,Peddavangara",Mahabubabad,Peddavangara
"Tahsildar Office,Raipole",Siddipet,Raipole
"Tahsildar Office,Serilingampally Mandal",Rangareddy,Serilingampally
"Tahsildar Office,Shamshabad",Rangareddy,Shamshabad
"Tahsildar Office,Tekmal",Medak,Tekmal
"Tahsildar Office,Thorrur",Mahabubabad,Thorrur
"Tahsildar Office,Yalal",Vikarabad,Yalal
Tahsildar Ramadugu,Karimnagar,Ramadugu
Tahsildar Shankarapatnam,Karimnagar,Shankarapatnam
Tahsildar Thimmapur,Karimnagar,Thimmapur
"Tahsildar, Office,Garla",Mahabubabad,Garla
"Tahsildar, Sathnala Mandal",Adilabad,Sathnala
Tashildar korutla Office,Jagtial,Korutla
Telanagana State Khadi & Village Industries Board,NA,NA
"Telangan vaidya Vidhana parishad,Kothagudem",Bhadradri Kothagudem,NA
"Telangana Fire Service Department, badrachalam",badrachalam,NA
"Telangana Fire Service Department, badradri",badradri,NA
"Telangana Fire Service Department, yellandu",yellandu,NA
Telangana State AIDS Control Society,NA,NA
Telangana State Election Commission,NA,NA
Telangana State Electricity Regulatory Commission,NA,NA
Telangana State Human Rights Commission,NA,NA
Telangana State Information Commission,NA,NA
Telangana State Mineral Development Corporation Khairthabad,NA,NA
Telangana State Seed & Organic Certification Authority,NA,NA
Telangana State Tourism Development Corporation Limited,NA,NA
Telangana Vaidya vidhana parishad,NA,NA
Telangana Vaidya Vidhana Parishad (Head Quarters Hospital)Mahabubnagar,Mahabubnagar,NA
"Telangana Vaidya vidhana parishad ,yellandu",yellandu,NA
Telangana Vaidya Vidhana Parishad(Area Hospital)Jadcherla,Jadcherla,NA
"Telangana vaidya vidhana parishad, Mancherial",Mancherial,NA
"Telangana Vaidya Vidhana Parishad,Aswaraopeta",Aswaraopeta,NA
"Telangana Vaidya Vidhana Parishad,Bhadrachalam",Bhadrachalam,NA
"Telangana Vaidya Vidhana Parishad,Burgampahad",Burgampahad,NA
"Telangana Vaidya Vidhana Parishad,Manuguru",Manuguru,NA
Telangana Vidya Vidhana Parishad(Community Health Centre )Balanagar,Balanagar,NA
"TG Fire ServiceDept,DisasterResponse,Emergency&CivilDefence kothagudem",Bhadradri Kothagudem,NA
TGNPDCL-Electricity,,
"TGNPDCL-Electricity,Kothagudem",Bhadradri Kothagudem,NA
"TGNPDCL-Electricity,Laxmidevipally",Laxmidevipally,NA
"TGNPDCL-Electricity,Paloncha",Paloncha,NA
"TGSRTC ,DM ACHAMPET",DM ACHAMPET,NA
"TGSRTC ,DM ADILABAD",Adilabad,NA
"TGSRTC ,DM ARMOOR",DM ARMOOR,NA
"TGSRTC ,DM ASIFABAD",DM ASIFABAD,NA
"TGSRTC ,DM BANDLAGUDA",DM BANDLAGUDA,NA
"TGSRTC ,DM BHADRACHALAM",DM BHADRACHALAM,NA
"TGSRTC ,DM BHAINSA",DM BHAINSA,NA
"TGSRTC ,DM BHANSWADA",DM BHANSWADA,NA
"TGSRTC ,DM Bharkathpura",DM Bharkathpura,NA
"TGSRTC ,DM BHEL",DM BHEL,NA
"TGSRTC ,DM BHODHAN",DM BHODHAN,NA
"TGSRTC ,DM CONTONMENT",DM CONTONMENT,NA
"TGSRTC ,DM DEVARAKONDA",DM DEVARAKONDA,NA
"TGSRTC ,DM DILSUKHNAGAR",DM DILSUKHNAGAR,NA
"TGSRTC ,DM Falaknuma",DM Falaknuma,NA
"TGSRTC ,DM GADWAL",DM GADWAL,NA
"TGSRTC ,DM GAJWEL(GPP)",DM GAJWEL(GPP),NA
"TGSRTC ,DM GODAVARI KHANI,Peddapally",Peddapally,NA
"TGSRTC ,DM H.C.U",DM H.C.U,NA
"TGSRTC ,DM HAYATHNAGAR-I",DM HAYATHNAGAR-I,NA
"TGSRTC ,DM HAYATHNAGAR-II",DM HAYATHNAGAR-II,NA
"TGSRTC ,DM HUSNABAD,Siddipet",Siddipet,NA
"TGSRTC ,DM HUZURABAD,Kareemnagar",Kareemnagar,NA
"TGSRTC ,DM HYDERABAD-I",Hyderabad,NA
"TGSRTC ,DM HYDERABAD-II",Hyderabad,NA
"TGSRTC ,DM IBRAHIMPATNAM(BR)",DM IBRAHIMPATNAM(BR),NA
"TGSRTC ,DM JAGITYAL",DM JAGITYAL,NA
"TGSRTC ,DM JANAGAON",DM JANAGAON,NA
"TGSRTC ,DM JEEDIMETLA",DM JEEDIMETLA,NA
"TGSRTC ,DM KACHIGUDA",DM KACHIGUDA,NA
"TGSRTC ,DM KALWAKURTY",DM KALWAKURTY,NA
"TGSRTC ,DM KAMAREDDY",Kamareddy,NA
"TGSRTC ,DM KARIMNAGAR-I",Karimnagar,NA
"TGSRTC ,DM KARIMNAGAR-II",Karimnagar,NA
"TGSRTC ,DM KHAMMAM",Khammam,NA
"TGSRTC ,DM KODADA",DM KODADA,NA
"TGSRTC ,DM KOLLAPUR",DM KOLLAPUR,NA
"TGSRTC ,DM KORUTLA",DM KORUTLA,NA
"TGSRTC ,DM KOTHAGUDEM",Bhadradri Kothagudem,NA
"TGSRTC ,DM KUKATPALLY",DM KUKATPALLY,NA
"TGSRTC ,DM KUSHAIGUDA",DM KUSHAIGUDA,NA
"TGSRTC ,DM MADHIRA,Khammam",Khammam,NA
"TGSRTC ,DM MAHABOOBABAD",DM MAHABOOBABAD,NA
"TGSRTC ,DM MAHABOOBNAGAR",DM MAHABOOBNAGAR,NA
"TGSRTC ,DM MAHESWARAM",DM MAHESWARAM,NA
"TGSRTC ,DM MANCHERIAL",Mancherial,NA
"TGSRTC ,DM MANTHANI,Peddapally",Peddapally,NA
"TGSRTC ,DM MANUGURU,Kothagudem",Bhadradri Kothagudem,NA
"TGSRTC ,DM MEDAK",Medak,NA
"TGSRTC ,DM MEDCHAL",Medchal,NA
"TGSRTC ,DM Mehdipatnam",DM Mehdipatnam,NA
"TGSRTC ,DM METPALLY",DM METPALLY,NA
"TGSRTC ,DM MIDHANI",DM MIDHANI,NA
"TGSRTC ,DM MIRYALAGUDA",DM MIRYALAGUDA,NA
"TGSRTC ,DM MIYAPUR-II",DM MIYAPUR-II,NA
"TGSRTC ,DM Mushirabad-II",DM Mushirabad-II,NA
"TGSRTC ,DM NAGARKURNOOL",Nagarkurnool,NA
"TGSRTC ,DM NALGONDA",Nalgonda,NA
"TGSRTC ,DM NARASAMPET",DM NARASAMPET,NA
"TGSRTC ,DM NARAYANAPET",DM NARAYANAPET,NA
"TGSRTC ,DM NARAYANKED",DM NARAYANKED,NA
"TGSRTC ,DM NARKETPALLY",DM NARKETPALLY,NA
"TGSRTC ,DM Nirmal",Nirmal,NA
"TGSRTC ,DM NIZAMABAD-I",Nizamabad,NA
"TGSRTC ,DM NIZAMABAD-II",Nizamabad,NA
"TGSRTC ,DM PARAKAL",DM PARAKAL,NA
"TGSRTC ,DM PICKET",DM PICKET,NA
"TGSRTC ,DM RANIGUNJ-I",DM RANIGUNJ-I,NA
"TGSRTC ,DM SANGAREDDY",Sangareddy,NA
"TGSRTC ,DM SHADNAGAR",DM SHADNAGAR,NA
"TGSRTC ,DM SIRICILLA",Rajanna Sircilla,NA
"TGSRTC ,DM SURYAPET",Suryapet,NA
"TGSRTC ,DM TANDUR",DM TANDUR,NA
"TGSRTC ,DM TORRURU,Mahaboobabad",Mahaboobabad,NA
"TGSRTC ,DM UPPAL",DM UPPAL,NA
"TGSRTC ,DM VEMULAWADA",DM VEMULAWADA,NA
"TGSRTC ,DM VIKARABAD",Vikarabad,NA
"TGSRTC ,DM WANAPARTHY",Wanaparthy,NA
"TGSRTC ,DM WARANGAL-I",Warangal,NA
"TGSRTC ,DM WARANGAL-II",Warangal,NA
"TGSRTC ,DM YADAGIRIGUTTA",DM YADAGIRIGUTTA,NA
"TGSRTC ,DM ZAHEERABAD",DM ZAHEERABAD,NA
"TGSRTC ,DMHyderabad",Hyderabad,NA
"TGSRTC ,Karimnagar",Karimnagar,NA
"TGSRTC ,Rangareddy",Ranga Reddy,NA
"TGSRTC ,RM Medak",Medak,NA
"TGSRTC ,RM Adilabad",Adilabad,NA
"TGSRTC ,RM Karimnagar",Karimnagar,NA
"TGSRTC ,RM Mahabubanagar",RM Mahabubanagar,NA
"TGSRTC ,RM Nalgonda",Nalgonda,NA
"TGSRTC ,RM Nizamabad",Nizamabad,NA
"TGSRTC ,RM Office, JBS Secunderabad",JBS Secunderabad,NA
"TGSRTC ,RM Rangareddy",Ranga Reddy,NA
"TGSRTC ,SECUNDERABAD",SECUNDERABAD,NA
TGSRTC DM MIYAPUR-i,,NA
"TGSRTC DM SATHUPALLY,Khammam",Khammam,NA
"TGSRTC DM,BHUPALAPALLI",BHUPALAPALLI,NA
"TGSRTC RM,Hyderabad",Hyderabad,NA
"TGSRTC, DM HANAMAKONDA",DM HANAMAKONDA,NA
"TGSRTC, DM PARGI",DM PARGI,NA
"TGSRTC, Kamareddy",Kamareddy,NA
"TGSRTC, RM WARANGAL",Warangal,NA
"TGSRTC,DM HAKIMPET",DM HAKIMPET,NA
"TGSRTC,DM Rajendar nagar",DM Rajendar nagar,NA
"TGSRTC,DM SIDHIPET",DM SIDHIPET,NA
"TGSRTC,RM Khammam",Khammam,NA
"TGTRANSCO, Mettugadda, Mahaboobnagar",Mahaboobnagar,NA
"TGTRANSCO, Opp EFLU Osmania University, Hyderabad",Hyderabad,NA
Tourism and Culture,,
"TRANSPORT R&B DEPARTMENT,kothagudem",Bhadradri Kothagudem,NA
"Transport R&B Department, Jayashankar Bhupalpally",Jayashankar Bhupalapally,NA
"Transport R&B Department, Mahabubabad",Mahabubabad,NA
"Transport R&B Department, Warangal",Warangal,NA
"Transport R&B Department,Medchal",Medchal,NA
"Transport R&B Department,Mulugu",Mulugu,NA
"Transport R&B Department,Rangaraopally,Mulugu",Mulugu,NA
"Transport R&B Development, Kamareddy",Kamareddy,NA
"Transport R&B( National Highway)Department,Mulugu",Mulugu,NA
"Transport Roads & Buildings Department, Jagtial",Jagtial,NA
"Transport,R&B Dept(TELANGANA STATE ROAD TRANSPORT CORPORATION)khammam",Khammam,NA
"Transport,R&B Circle Mahabubnagar",Mahabubnagar,NA
"Transport,R&B Department, Jangaon",Jangaon,NA
"Transport,R&B Department, Mancherial",Mancherial,NA
"Transport,R&B Department, Medak",Medak,NA
"Transport,Road&BuildingsDepartment,Rajanna Siricilla District",Rajanna Sircilla,NA
"Transport,Roads and Buildings Department(Raparthi Nagar-2),Khammam",Khammam,NA
"Transport,Roads and Buildings Department(South Buildings Division),Hyd",Hyd,NA
"Transport,Roads and Buildings Department,Khammam",Khammam,NA
"Transport,Roads and Buildings Dept ,Mancherial",Mancherial,NA
"Transport,Roads& Buildings Department, Peddpalli",Peddapalli,NA
"Transport,Roads& Buildings(D.T.O)Department, PEDDAPALLI",Peddapalli,NA
"Transport,Roads& Buildings(UNIT OFFICE), RAMAGUNDAM, Peddapalli",Peddapalli,NA
"Transport,Roads&Buildings Departmen(National Higways) ,kothagudem",Bhadradri Kothagudem,NA
"Transport,Roads&Buildings Department,(R&B) Circle, Bhadradri",Bhadradri,NA
"Transport,Roads&Buildings Department,(R&B) Division, Kothagudem",Bhadradri Kothagudem,NA
"Transport,Roads&Buildings Department,Bhadrachalam",Bhadrachalam,NA
"Transport,Roads&Buildings(Housing)(TG Rajiv Swagruha Corp Ltd),Hyd",Hyd,NA
"Tribal Welfare (TGSWRS/JC) Department, Ramagundam, Peddapalli",Peddapalli,NA
"Tribal Welfare (TGSWRS/JC) Department,,Darmaram, Peddapalli",Peddapalli,NA
"Tribal Welfare Department, Hyderabad",Hyderabad,NA
"Tribal Welfare Department, Jangaon",Jangaon,NA
"Tribal Welfare Department, Mahabubnagar",Mahabubnagar,NA
"Tribal Welfare Department,Badrachalam",Badrachalam,NA
"Tribal Welfare Department,Ethurnagaram",Ethurnagaram,NA
"Tribal Welfare Department,Hyderabad",Hyderabad,NA
"Tribal Welfare Department,Khammam",Khammam,NA
"Tribal Welfare Department,Medak",Medak,NA
"Tribal Welfare Department,Mulugu",Mulugu,NA
"Tribal Welfare Development, Kamareddy",Kamareddy,NA
"Tribal Welfare Development, Mancherial",Mancherial,NA
Tribal Welfare,NA,NA
TS State Breweries Corporation,NA,NA
TS State Electricity Board,NA,NA
TS State Police Housing Corporation,NA,NA
"TSRTC, Jangaon",Jangaon,NA
"Veterinary and Animal Husbandry Depertment,Narayanpet",Narayanpet,NA
"Veterinary and Animal HusbandryDepartment Indriyala,Pochampally",Pochampally,NA
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) D,Yadadri Bhuvanagiri,Dattappaguda
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) K,Yadadri Bhuvanagiri,Kattangur
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) P,Yadadri Bhuvanagiri,Pochampally
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) R,Yadadri Bhuvanagiri,Ramannapet or Rajapet
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) S,Yadadri Bhuvanagiri,Sharajpet (Sharajpet/Sharajpet)
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) V,Yadadri Bhuvanagiri,Valigonda
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) W,Yadadri Bhuvanagiri,Wangapally area (uncertain)
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ad,Yadadri Bhuvanagiri,Addagudur
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Gu,Yadadri Bhuvanagiri,Gundala
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ku,Yadadri Bhuvanagiri,Motakondur / a K-starting area (uncertain)
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ma,Yadadri Bhuvanagiri,Motakondur
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Pu,Yadadri Bhuvanagiri,Puttur / a P-starting area (uncertain)
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ra,Yadadri Bhuvanagiri,Rajapet
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Th,Yadadri Bhuvanagiri,Thurkapally
Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ya,Yadadri Bhuvanagiri,Yadagirigutta
"Veterinary and Animal HusbandryDepartment, Yadadri Bhuvanagiri",Yadadri Bhuvanagiri,NA
"Veterinary and Animal HusbandryDepartment,Bhongiir",Bhongiir,NA
Veterinary and Animal HusbandryDept(Area Veterinary Hospital) Mothkur,Mothkur,NA
Veterinary and Animal HusbandryDept(AreaVeterinaryHospital )Ramannapet,Ramannapet,NA
Veterinary and Animal HusbandryDept(Primary Veterinary Center) Raigiri,Raigiri,NA
Veterinary and Animal HusbandryDept(Primary Veterinary Center)Alair,Alair,NA
Veterinary and Animal HusbandryDept(Primary Veterinary Center)Jalalpur,Jalalpur,NA
Veterinary and Animal HusbandryDept(Primary VeterinaryCenter)Bibinagar,Bibinagar,NA
Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter) Kakkireni,Kakkireni,NA
Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter)Choutuppal,Choutuppal,NA
Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter)Narayanpur,Narayanpur,NA
"Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter,Sharajpet)",Sharajpet),NA
"Veterinary and Animal HusbandryDept,Juloor,Pochampally mandal",Pochampally mandal,NA
"Veterinary and Animal HusbandryDept,Thummalguda,Ramannapet",Ramannapet,NA
Veterinary and AnimalHusbandryDept(PrimaryVeterinaryCenter)Bollepalli,Bollepalli,NA
Veterinary and AnimalHusbandryDept(PrimaryVeterinaryCenter)Peddakondur,Peddakondur,NA
VeterinaryandAnimalHusbandryDept(PrimaryVeterinaryCenter)BommlaRamaram,BommlaRamaram,NA
Weaker Section Housing Program,NA,NA
Women Children Disabled & Senior Citizens Department(WCD&SC),NA,NA
"Women Development & Child Welfare Department, Mulugu",Mulugu,NA
"Women Development & child welfare Department,,Yellareddy",Yellareddy,NA
"Women Development & child welfare Department,Banswada",Banswada,NA
"Women Development & child welfare Department,Domakonda",Domakonda,NA
"Women Development & child welfare Department,Kamareddy",Kamareddy,NA
"Women Development & child welfare Department,Madnoor",Madnoor,NA
"Women development and child welfare Department,palvancha",palvancha,NA
"Women Development Child Welfare Department,Peddapalli",Peddapalli,NA
"Women, Children Persons with Disabilities & Senior Citizens,Karimnagar",Karimnagar,NA
"Women, children,Disabled&Senior citizen Depertment,Narayanpet",Narayanpet,NA
"Youth Advancement Tourism&Culture Department,Hyderabad",Hyderabad,NA
